Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,HUC 8,Watershed name,Partial tribal designation,Affected designated use,Pollutant or stressor,TMDL target completion year,EPA category,Mercury TMDL region,Year TMDL plan approved,TMDL ID,AUID previously listed,Changes since last List
Crooked Lake Ditch,Unnamed cr to Lk Osakis,Stream,2006,"Upper Mississippi River, Upper Portion",07010202-552,"2Bg, 3C",Todd,07010202,Sauk River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Crooked Lake Ditch,Unnamed cr to Lk Osakis,Stream,2020,"Upper Mississippi River, Upper Portion",07010202-552,"2Bg, 3C",Todd,07010202,Sauk River,,Aquatic Life,Dissolved oxygen,2022,5,,,,,
Crooked Lake Ditch,Unnamed cr to Lk Osakis,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-552,"2Bg, 3C",Todd,07010202,Sauk River,,Aquatic Recreation,Escherichia coli (E.coli),2022,5,,,,,
Crooked Lake Ditch,Unnamed ditch to Unnamed cr,Stream,2020,"Upper Mississippi River, Upper Portion",07010202-581,"2Bg, 3C",Douglas,07010202,Sauk River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Crooked Lake Ditch,Unnamed cr to Fairfield Cr,Stream,2020,"Upper Mississippi River, Upper Portion",07010202-637,"2Bg, 3C",Douglas,07010202,Sauk River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Crooked Lake Ditch,Unnamed cr to Fairfield Cr,Stream,2020,"Upper Mississippi River, Upper Portion",07010202-637,"2Bg, 3C",Douglas,07010202,Sauk River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Cross,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",09-0062-00,"2B, 3C",Carlton,07010103,Mississippi River - Grand Rapids,,Aquatic Consumption,Mercury in fish tissue,2033,5,NE,,,,
Cross Lake Reservoir (Main Basin),Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",18-0312-01,"2B, 3C",Crow Wing,07010105,Pine River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Cross Lake Reservoir (Southeast Bay),Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",18-0312-02,"2B, 3C",Crow Wing,07010105,Pine River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Cross Lake Reservoir (Unnamed Bay),Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",18-0312-03,"2B, 3C",Crow Wing,07010105,Pine River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Crow River,S Fk Crow R to Mississippi R,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-502,"2Bg, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Crow River,S Fk Crow R to Mississippi R,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-502,"2Bg, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Crow River,S Fk Crow R to Mississippi R,Stream,2016,"Upper Mississippi River, Upper Portion",07010204-502,"2Bg, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Life,Nutrients,2021,5,,,,,
Crow River,S Fk Crow R to Mississippi R,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-502,"2Bg, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Life,Turbidity,,4A,,2013,PRJ05480-001,,
Crow River,S Fk Crow R to Mississippi R,Stream,2004,"Upper Mississippi River, Upper Portion",07010204-502,"2Bg, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Recreation,Fecal coliform,,4A,,2013,PRJ05480-001,,
Crow River Mill Pond (East),Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",34-0158-03,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,2033,5,SW,,,,
Crow River Mill Pond (West),Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",34-0158-05,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,2033,5,SW,,,,
Crow River Mill Pond(Middle),Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",34-0158-04,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,2033,5,SW,,,,
"Crow River, Middle Fork",Green Lk to N Fk Crow R,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-511,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, Middle Fork",Green Lk to N Fk Crow R,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-511,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, Middle Fork",Monongalia (Mud) Lk to Nest Lk,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-539,"2Bg, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2016,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Nutrients,2021,5,,,,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2004,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Turbidity,,4A,,2013,PRJ05480-001,,
"Crow River, North Fork",Mill Cr to S Fk Crow R,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-503,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, North Fork",Lk Koronis to M Fk Crow R,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-504,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Lk Koronis to M Fk Crow R,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-504,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",Jewitts Cr to Washington Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-506,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Jewitts Cr to Washington Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-506,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",Jewitts Cr to Washington Cr,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-506,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, North Fork",M Fk Crow R to Jewitts Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-507,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",M Fk Crow R to Jewitts Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-507,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",M Fk Crow R to Jewitts Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-507,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, North Fork",Washington Cr to Meeker/Wright County line,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-555,"2Bg, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Meeker/Wright County line to Mill Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010204-556,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Meeker/Wright County line to Mill Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-556,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
"Crow River, North Fork",Meeker/Wright County line to Mill Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-556,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
"Crow River, North Fork",Meeker/Wright County line to Mill Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-556,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Turbidity,2021,5,,,,,
"Crow River, North Fork",Meeker/Wright County line to Mill Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010204-556,"2Bg, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, North Fork",Rice Lk to Lk Koronis,Stream,2006,"Upper Mississippi River, Upper Portion",07010204-687,"2Bg, 3C",Stearns,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, North Fork",Headwaters (Grove Lk 61-0023-00) to CD 32,Stream,2006,"Upper Mississippi River, Upper Portion",07010204-763,"2Bg, 3C",Stearns,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,07010204-685,Carry forward impairment from 07010204-685
"Crow River, North Fork",Headwaters (Grove Lk 61-0023-00) to CD 32,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-763,"2Bg, 3C",Stearns,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, North Fork",CD 32 to Rice Lk,Stream,2006,"Upper Mississippi River, Upper Portion",07010204-764,"2Bg, 3C",Stearns,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,07010204-685,Carry forward impairment from 07010204-685
"Crow River, North Fork",CD 32 to Rice Lk,Stream,2020,"Upper Mississippi River, Upper Portion",07010204-764,"2Bg, 3C",Stearns,07010204,North Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2021,5,,,,,
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2026,5,,,,,
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,2002,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Life,Fish bioassessments,2026,5,,,,,
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Life,Nutrients,2026,5,,,,,
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,2004,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Life,Turbidity,,4A,,2019,PRJ07720-001,,TMDL plan approved; EPA category changed from 5 to 4A
"Crow River, South Fork",Buffalo Cr to N Fk Crow R,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-508,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Recreation,Fecal coliform,,4A,,2019,PRJ07720-001,,TMDL plan approved; EPA category changed from 5 to 4A
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2026,5,,,,,
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Dissolved oxygen,2026,5,,,,,
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Fish bioassessments,2026,5,,,,,
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Nutrients,2026,5,,,,,
"Crow River, South Fork",Hutchinson Dam to Bear Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-510,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2026,5,,,,,
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2026,5,,,,,
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Fish bioassessments,2026,5,,,,,
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Nutrients,2026,5,,,,,
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Life,Turbidity,,4A,,2019,PRJ07720-001,,TMDL plan approved; EPA category changed from 5 to 4A
"Crow River, South Fork",Bear Cr to Otter Cr,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-511,"2Bg, 3C",McLeod,07010205,South Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2026,5,,,,,
"Crow River, South Fork",Otter Cr to Buffalo Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-512,"2Bg, 3C",Carver,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, South Fork",Headwaters to 145th St,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
"Crow River, South Fork",Headwaters to 145th St,Stream,2002,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Life,Fish bioassessments,2026,5,,,,,
"Crow River, South Fork",Headwaters to 145th St,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Life,Nutrients,2026,5,,,,,
"Crow River, South Fork",Headwaters to 145th St,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Life,Turbidity,,4A,,2019,PRJ07720-001,,TMDL plan approved; EPA category changed from 5 to 4A
"Crow River, South Fork",Headwaters to 145th St,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2026,5,,,,,
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2026,5,,,,,
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2002,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Life,Fish bioassessments,2026,5,,,,,
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Life,Nutrients,2026,5,,,,,
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Life,Turbidity,,4A,,2019,PRJ07720-001,,TMDL plan approved; EPA category changed from 5 to 4A
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,07010205,South Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),2026,5,,,,,
Crow Wing,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,07010104,Mississippi River - Brainerd,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2013,PRJ07770-001,,
Crow Wing,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,07010104,Mississippi River - Brainerd,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Crow Wing,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,07010104,Mississippi River - Brainerd,,Aquatic Recreation,Nutrients,2020,5,,,,,
Crow Wing River,Mosquito Cr to Long Prairie R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-508,"2Bg, 3C",Morrison,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Crow Wing River,Swan Cr to Mosquito Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-509,"2Bg, 3C",Cass,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Partridge R to Swan Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-510,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Leaf R to Partridge R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-511,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Farnham Cr to Leaf R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-512,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Beaver Cr to Farnham Cr ,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-513,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Cat R to Beaver Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-514,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Big Swamp Cr to Cat R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-515,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Shell R to Big Swamp Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-516,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Headwaters (Eleventh Crow Wing Lk 29-0036-00) to Shell R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-523,"2Bg, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Crow Wing River,Long Prairie R to Mississippi R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-721,"2Bg, 3C",Morrison,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Crystal,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",11-0502-00,"2B, 3C",Cass,07010102,Leech Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Crystal,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",27-0034-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2009,PRJ07706-002,,
Cutaway,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",31-0429-00,"2B, 3C",Itasca,07010103,Mississippi River - Grand Rapids,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Dam,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",01-0096-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Darling,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",21-0080-00,"2B, 3C",Douglas,07010108,Long Prairie River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Dean,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",86-0041-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Decker,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",31-0934-00,"2B, 3C",Itasca,07010101,Mississippi River - Headwaters,,Aquatic Recreation,Nutrients,2027,5,,,,,
Deer,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",04-0230-00,"2B, 3C",Beltrami,07010101,Mississippi River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2013,PRJ07770-001,,
Deer,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",31-0719-00,"2B, 3C",Itasca,07010101,Mississippi River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2010,PRJ07770-001,,
Deer,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0107-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Deer Creek,Unnamed cr to Ox Yoke Lk,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-594,"2Bg, 3C",Hennepin,07010205,South Fork Crow River,,Aquatic Life,Dissolved oxygen,2026,5,,,,,
Deer Creek,Unnamed cr to Ox Yoke Lk,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-594,"2Bg, 3C",Hennepin,07010205,South Fork Crow River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07695-001,,
Diamond,Wetland,Wetland,2014,"Upper Mississippi River, Upper Portion",27-0022-00,"2D, 3D, 4C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Chloride,,4A,,2016,PRJ06468-001,,
Diamond,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",27-0125-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ06872-001,,
Diamond,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Diamond,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Diamond,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2011,PRJ06380-001,,
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Benthic macroinvertebrates bioassessments,,4A,,2017,PRJ06872-001,,
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Dissolved oxygen,,4A,,2017,PRJ06872-001,,
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Fish bioassessments,,4A,,2017,PRJ06872-001,,
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ06872-001,,
Diann,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",71-0046-00,"2B, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Nutrients,2023,5,,,,,
Dixon,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",31-0921-00,"2B, 3C",Itasca,07010101,Mississippi River - Headwaters,Leech Lake,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2013,PRJ07770-001,,
Dixon,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",31-0921-00,"2B, 3C",Itasca,07010101,Mississippi River - Headwaters,Leech Lake,Aquatic Recreation,Nutrients,2027,5,,,,,
